customer_tweet_id,customer_msg,brand_reply,created_at
2513686,@123813 ¿cuándo estará disponible la tercera temporada de Fear The Walking Dead?,"@716309 Hola Jesus, cualquier actualización en el catálogo la podrás ver directamente en la página del servicio",Mon Oct 30 07:13:59 +0000 2017
1503964,"What's going on, @115821 ? Loyal Prime member since 2009! 2 orders lost in transit this past month. Never had this trouble before. 😕😕😕",@469073 I'm sorry your orders were lost! Is this happening with a specific carrier? Have you reached out to for available options? ^VS,Fri Nov 03 15:57:48 +0000 2017
283110,@AmazonHelp Can u plz tell me ur policies for customers if customers is having problem continosly.,@159034 I understand your concern. We'll be working on your feedback for the future. Appreciate your understanding. ^ZH,Sat Oct 07 00:42:10 +0000 2017
393062,"Je devais recevoir ""The walking dead"" pour une soirée entre amis aujourd'hui et rien!!😡😡😡 Merci @120533 soirée annulée!😡","@209084 Bonsoir, je suis désolé d'apprendre cela. Quel est le transporteur qui s'occupe de la livraison de votre colis ? ^ME",Mon Oct 09 16:55:11 +0000 2017
1208360,@AmazonHelp @115850 First i dt get my order on time It's been a month i have placed order and then customer care person gives rude reply,@399637 We've responded to your concern here: https://t.co/kpOEO56Kot. Please share the details and confirm. ^HA,Wed Oct 25 10:05:24 +0000 2017
843352,@AmazonHelp are you guys having delivery issues for Prime members in the UK? Your current “one day delivery” doesn’t arrive for 3 days!,@320549 I'm so sorry to hear that! We'd like to help if we can! Is there a current order we can assist with? ^DY,Sat Nov 25 10:24:25 +0000 2017
738450,"@AmazonHelp I am sick of this message for the past 5 days ...
#AmazonGreatIndianFestival #AmazonFail","@296613 Sorry, this is taking longer than expected. However, we're working on this and we'll revert soon. ^PS",Sun Oct 15 12:09:06 +0000 2017
1633248,I got a new heater from @115830 and all this lovely packaging. Guess I have a second home now then #cardboardhouse https://t.co/0jOVhqN4X0,@499714 We're always looking to improve! You can help us do so by leaving your packaging feedback here: https://t.co/TYzVHriqnJ ^HC,Sun Nov 05 20:18:10 +0000 2017
2619618,@115850 wen amazon pay cashbk will be recived order# 407-4636455-6924349,"@740256 Could you please confirm which cashback you're referring to? Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^GD",Fri Nov 17 15:05:55 +0000 2017
1027513,@AmazonHelp Amazon,@363143 Thanks for confirming! You can find the available refund/replace options here: https://t.co/GS45ocsTBQ ^WJ,Sat Oct 14 17:15:25 +0000 2017
385658,@AmazonHelp I am not lying about this the driver is! Ask the driver who exactly he handed the parcel to! This is not good enough!,@207292 Could you reach out to us one more time to ensure the delivery instructions are noted for dispatch?  https://t.co/JzP7hlA23B ^MJ,Mon Oct 09 19:37:41 +0000 2017
1603768,@AmazonHelp Konto ist nun nach 12 Std wieder frei. Gab natürlich nur eine Standardmail.,"@147124 Melde dich mal telefonisch im Kundenservice. Die Kollegen finden sicher heraus, was da los war: https://t.co/5RHhEVutwe ^UK",Sun Nov 05 08:03:13 +0000 2017
179986,@AmazonHelp Amazon France,@158365 Could you please tell us more about your issue ?^BR,Wed Oct 04 11:13:36 +0000 2017
2252798,I ordered something from amazon where is my package,@656290 What does the website show for your delivery date here:  https://t.co/Y5jpI9gRhE ? ^TL,Fri Nov 10 21:19:32 +0000 2017
1019298,@AmazonHelp yes.,@361184 Please reach out to us here so our Alexa Support can look into this with you: https://t.co/ASBVD5KfsS ^CL,Sun Oct 22 22:38:16 +0000 2017
2914564,"@115830 what’s the point in listing a book as Prime when you order it on Monday, click next day delivery and get told it’s arriving Thursday?",@806794 Hello. I'm sorry for this wait. Information on One-Day Delivery and its delivery estimates may be found on this Help page: https://t.co/sKkKvQJCKt ^DO,Tue Nov 28 22:44:17 +0000 2017
450820,@AmazonHelp Your couriers said they attempted delivery but they obviously didn’t. That is fraudulent. They are lying.,"@221890 I would like a team member to look into this for you, Frederick! Please add your details here: https://t.co/epT2OHzG8u and we will be happy to investigate this! ^FR",Thu Nov 30 21:53:05 +0000 2017
2166562,"@AmazonHelp Ah no I think it's a kindle one so completely my mistake - I'll log on and cancel now, thank you though :)",@127359 Ok no problem. ^KM,Thu Nov 09 10:08:44 +0000 2017
1402170,Thanks 4 nothing @115821 @AmazonHelp. Ur guarantee delivery meant crap as the order wasn’t delivered on time &amp; you did nothing. #shoptarget,@446015 I'm very sorry for this experience. Did you receive a notice of the change in delivery date? ^DO,Sat Oct 28 17:35:21 +0000 2017
2758157,When you order something off amazon with prime 2 day shipping &amp; it arrives 6 days later. Thanks @115821 🙃,"@771845 I'm sorry if we missed the delivery date stated in your order confirmation, Jenna. We never want to let you down! Some items require more time to fulfill. Prime Two-Day shipping refers to two days after the item actually ships. Please let us know if we can help.  ^SE",Tue Nov 21 03:40:48 +0000 2017
2985445,"@115850 - Amazing offer buy a mobile phone and get detergent bar instead. @115851
FRAUD alert !! 🚨 

Message to all Amazon users - Do videotape your packages after delivery, you might get shocked seeing whats inside
@47565 @2246 @1303 https://t.co/KnMefwg7DQ",@146165 I've checked but we haven't received your details yet. Please fill the form which is provided here: https://t.co/Rq7P8vzpp8 so that we can check and assist you accordingly. ^SP,Thu Nov 30 06:30:23 +0000 2017
1735260,Per @120540 6+2 fa 10. Non c’è più la rapidità e precisione di una volta. Nonostante Amazon Prime #amazon #ritardi #amazonprime https://t.co/cTbctKQxdV,"@523977 I tempi di consegna sono calcolati dal momento della spedizione, qui altre info: https://t.co/4lXtJ8EW8N ^GD",Tue Nov 07 13:31:59 +0000 2017
739725,あまぞんプライム会員になってた！年会費ガッツリ落ちてますやん(´･_･`),@296907 (2/2)なお、有料会員移行後にAmazonプライム特典のご利用がない場合は、会員登録の終了と年会費のご返金を承っております。詳細は、こちらのヘルプページをご参照ください。https://t.co/Aw1gyOpOa2 HM,Wed Oct 11 13:12:59 +0000 2017
2176352,@AmazonHelp Had a word with given link...they not have any resolutions. Even my simple question they not able to answer..if try to answer if you can 1/2,@321570 Apologies for the ordeal Ashish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,Thu Oct 19 13:55:35 +0000 2017
1279872,"@AmazonHelp No, you guys are not even trying. 21 hours it takes you for one delivery. seriously? Def testing my patience. Buck up you guys.","@366269 Apologies for the stretch, Sumedha. We're working on this and will get back with an update soon. ^SV",Fri Oct 27 15:35:49 +0000 2017
2640968,"One of these days the Amazon mailing courier system gets an order right and delivered to my door step and not late, missing, or put on my doorstep... that’s when I’ll believe.","@658813 Uh oh! We'd love to help with this, John! Have you had trouble with a recent delivery? If so, could you tell us more details about what's going on? Please don't include personal account information! ^ML",Fri Nov 17 20:01:49 +0000 2017
2417627,@AmazonHelp Now I have only way to fight for justice against you in court.,@694746 We're sorry you feel that way. Could you kindly elaborate on the issue so that we assist you better? ^PB,Sun Oct 29 10:43:28 +0000 2017
1517806,"@AmazonHelp Ola , eu não recebo a etiqueta do correio para fazer uma devolução , você poderia me ajudar ?","@472136 Olá Gustavo, você requisitou ela através do site? ^MB",Fri Nov 03 18:55:37 +0000 2017
253950,"@AmazonHelp Rung customer services who changed the order to ""reschedule request"" or something. Even though it was guaranteed to get here today.",@176367 Has the scheduled delivery date changed to a different time when we made the request? ^WM,Thu Oct 05 18:30:54 +0000 2017
1649641,Anyone else have a sketchy packed #Amazon package?  Why aren't the diapers in the original box? @115821 I'm disappointed. https://t.co/NXqMgVfQOj,@503897 We appreciate our customer's input. This is the best way to submit your feedback: https://t.co/JHly6TENXl ^JF,Sun Nov 05 22:57:03 +0000 2017
909973,@115850 ur order tracking is horrendously slow. It's 21st oct: delivery date and ur app is still showing me update as of 19th oct. https://t.co/ZhdVIb1rgy,@336144 That's odd. Could you confirm if we've missed our estimated date of delivery for this order? ^JC,Sat Oct 21 05:36:55 +0000 2017
327597,@115850  Still didn't get my product😡😡😡 Too much disappointed https://t.co/jxFqdBYpne,@194095 Apologies for the delay. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^HD,Sat Oct 07 16:34:52 +0000 2017
2733898,@AmazonHelp @120474 have Robert Plant tickets for Perth been dispatched yet? Need them ASAP,"@766279 Hi Claire! I am not able to view your order information over social media out of respect for your accounts security. Most questions can be answered using this: https://t.co/VEbrcj09VY  Use the ""Contact Us"" link if you still need assistance. ^CH",Mon Nov 20 16:44:59 +0000 2017
121123,no momento odiando a mim mesma e a @117086,@141816 Olá! Por que assim alves; gih? 🙄 ^JJ,Thu Nov 23 23:13:20 +0000 2017
2111185,"Now that I see @123765 has bumped me up in characters, my first tweet is to ask @116618 to get to work on a feature where I can organize my instant videos I buy. I have priorities in my life!!",@622724 We encourage you to leave feedback here: https://t.co/oLLVhg2VuK ^AF,Wed Nov 08 15:54:16 +0000 2017
511693,"Our curtains got here today (yay!) and the cats think it’s their very own cat hide-and-seek game, so we’re all set. Lol. https://t.co/03MB736Pyu","@237636 We're so glad to hear that your curtains arrived safely and that your cats are enjoying them as much as you are! Thanks for keeping us updated, Rayne. ^NS",Fri Dec 01 22:38:32 +0000 2017
2200800,@115850 @132994 very bad packing 🖕 https://t.co/c3QSUmzrdh,"@198724 I'm sorry about the packaging. You may provide your feedback here: https://t.co/FEAsVyqANi. Also, I hope the product is fine ? ^AS",Sun Nov 26 13:37:02 +0000 2017
1721601,"@AmazonHelp Amazon sale and I’m prime. Failed delivery to my work which I know was open. And nothin since, no re-attempt to deliver",@359114 Let's take a closer look into available options with you via phone or chat here: https://t.co/JzP7hlA23B ^ML,Tue Oct 17 18:35:06 +0000 2017
719857,@115821 how to file complaint on your delivery for leaving a package outside a business over weekend not during business hours,"@292284 Thanks for contacting us. To better assist, who's the carrier that delivered it listed here: https://t.co/q4LAMZ3tbE? ^GG",Wed Oct 11 01:25:50 +0000 2017
842111,@AmazonHelp Did no use on of my frd using iPhone 7plus having os 11 has same issue pls check form ur side 🙏 Version of s/w is 11.0.3 #🔄,@126369 I understand your concern. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BV,Fri Oct 20 15:52:53 +0000 2017
1938817,"Amazonで返品申し込んで商品発送してんのになんもメールよこさんぞ
どうしろと",@576748 ご心配をおかけしております。ご返送いただいた商品を受領した際と、返金完了時にはＥメールにてご案内しております。なお、返金にかかる時間などはこちらをご参照ください。https://t.co/KjvL09UTde https://t.co/NYWzpa9C5T,Sat Oct 28 05:20:11 +0000 2017
1621305,Hey @118919 send someone from your end so I can shove these broken pieces of ketchup bottles that you sent me in your ass! @115821 https://t.co/hZnTCC34yT,@496825 I'm terribly sorry for this situation. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MP,Sun Nov 05 16:28:27 +0000 2017
163646,"@AmazonHelp Hi, items sold by Amazon (Prime) no longer appear to be estimated for delivery on weekends. Has there been a change in policy?","@153854 During this busy period, some deliveries may take slightly longer than usual. As always, please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date: https://t.co/2SvS3Uo1rB ^AF",Fri Nov 24 19:13:01 +0000 2017
2154070,"@AmazonHelp reply is so confusing, I don`t know how to explain them ,
I have given my ID and order no, still they are  confuse",@632905 Request you to write back to us from here: https://t.co/cQVomR1pWz and we'll look into this further. ^HA,Mon Sep 25 09:38:01 +0000 2017
1418563,"@115821 I've received an order I never ordered, what should I do?",@449723 Hey Joanna! We'd love to help out! You can see how what to do with items you never ordered here: https://t.co/MujFMVE2UC 6 ^AJ,Wed Nov 01 23:38:48 +0000 2017
499985,I always forget what terrible service @127161 offers. Said package wasn’t delivered yet no-one attempted and no card was left. No way to speak to them other than web chat where no responsibility is taken for non-delivery or lies told about it. @115830,@234422 I'm sorry to hear you haven't received your order! Please reach out to us here so we can look into this further for you: https://t.co/JzP7hlA23B ^BH,Fri Dec 01 19:10:19 +0000 2017
2679350,Why did I trust @115821 when they guaranteed my package that's being handled by USPS would be here on a Sunday,@613338 I'm sorry for the wait. We deliver until 8pm daily. Have you received an e-mail or notification that delivery has been attempted? ^AN,Sun Nov 19 14:46:54 +0000 2017
1300626,"You have some neat ideas on what 'one day shipping' is, @AmazonHelp Can you please send me a link to your online chat since I can't find it. https://t.co/25rnQVQssi",@315356 Our One-day shipping refers to time in transit after shipping. We're available via chat here: https://t.co/jBTXzuHOzm ^BE,Thu Oct 26 23:50:46 +0000 2017
2306830,@AmazonHelp .com,@669211 Thank you for confirming. You can manage and cancel your Amazon Prime membership anytime here: https://t.co/LaJfYOq4il Hope this helps! ^SK,Mon Nov 13 00:48:46 +0000 2017
1676548,"@AmazonHelp @115850  Where is my cashback???????????of ordr no. 402-7250695-6490769 ,I am extremely disappointed with ur pathetic service.","@201213 Please don't provide order details, we consider it to be personal info. Our Twitter page is visible to the public. ^MP (2/2)",Tue Oct 17 14:56:15 +0000 2017
2868353,@AmazonHelp Casual $1100 of light fixtures..,"@796582 Hi, Cole! Could you please confirm who the carrier is for these late shipments? You can find that information here: https://t.co/Y5jpI9gRhE. We want to help with this! Please keep us posted! ^SD",Tue Nov 28 20:43:56 +0000 2017
1210195,"@AmazonHelp Thanks for this, is there anyway to get a refund? I haven't used the benefits yet","@404082 If the benefits have not been used, it should automatically prompt for a refund. ^MJ",Wed Oct 25 11:42:01 +0000 2017
2184090,@AmazonHelp No because I don't want to give my phone number. I just want to know when I will get my book that should have arrived today,@629173 You do not have to - just use the link and we will answer you via mail. ^NW,Thu Oct 19 13:46:08 +0000 2017
976695,@118919 when is your next sale day coming?,@244929 We do not have an announcement yet. Kindly stay tuned to our website for more updates. ^EM,Sun Oct 22 04:07:55 +0000 2017
627790,"@AmazonHelp None at all. They just don’t arrive, so I check on my app to find the day’s been changed.",@145861 What's the latest update on the tracking of your order? https://t.co/aaDyEz1VgE ^MH,Wed Nov 22 15:35:35 +0000 2017
1497243,@AmazonHelp Oui j'ai contacté mais serais je dédommagé ? Parce que deux dates de livraison prévues et toujours rien,"@467634 N'ayant pas accès à votre compte via Twitter, je vous prie de contacter notre SAV.
^MD",Fri Nov 03 16:57:18 +0000 2017
789731,"@AmazonHelp @115850 @115851  
Phrase: Big RICH company, Good marketing, worst service.
One word: AMAZON.",@183541 shared here: https://t.co/NTkrxpsbHJ reply to it if there are any further concerns and we'll reach out. (2/2) ^KA,Thu Oct 12 11:29:37 +0000 2017
2618104,"My Order was canceled 4 unacceptable reason. D receipt was provided and I was told I could not be attended to cos of my accent.
@AmazonHelp https://t.co/thJQyD47fY",@739893 We advise customers to avoid posting personal information via a public forum. Get in touch via https://t.co/hApLpMlfHN. ^BM,Fri Nov 17 14:56:29 +0000 2017
2521751,@AmazonHelp confirmed was updated. Happens frequently. Amazon app will not allow kindle purchases only samples. Mobile browser allows only if logged out,"@718239 Currently, you can't shop for Kindle content directly from the Kindle reading app. However, you can purchase content from the Kindle Store using the Safari browser. Here's a link to our Help page with details: https://t.co/yhOArdrlRv ^BV",Sun Nov 26 20:01:20 +0000 2017
930371,@115830  account HACKED and all seller money stollen  NO HELP &gt; ANGRY,"@340711 Hello, I am very sorry to hear this. What were you advised when you reached out to us ? ^CR",Fri Oct 27 08:07:55 +0000 2017
2950780,Cheated by AMAZON India . Bought a Hp laptop through Amazon and trail version of MS office was uploaded and nothing in product description. I am running around to get the same https://t.co/lD49VZaYdB from Amazin complaint team ....no help ...feeling cheated...call on 9885727223,@240448 Apologies for the trouble you've had with this product. We'd like to have a closer look at it and assist you. Write to us here: https://t.co/beaaDm0muc and we'll get in touch with you at the earliest. ^MO,Wed Nov 29 17:00:56 +0000 2017
1140908,"Hola @115821 
Hasta ahora me considero un buen cliente vuestro, pero...
https://t.co/cxbFhwG1up","@388554 Hola, recuerda que todas nuestras promociones y ofertas son siempre anunciadas directamente en nuestro sitio web. ^LG",Tue Oct 24 15:32:24 +0000 2017
1456299,@AmazonHelp I have sent te message 2 times and you haven't replied still,@458016 You can Private Message us here.  ^AF https://t.co/1XyLaGkcaN,Tue Oct 17 15:53:30 +0000 2017
378833,@AmazonHelp Details dropped. I however don't expect this to be solved considering how this has been handled so far by the team.,"@200857 Be assuref, we'll get back to you soon on this. ^HT",Mon Oct 09 06:00:41 +0000 2017
1427426,@AmazonHelp これ21日の所に線はいってますが21日には届かないってことですか？ https://t.co/4teQhnbohD,@416297 21日から23日の間がお届け予定という表示です。心待ちにされておりますところ恐れ入りますが、お待ちいただきますようお願いいたします。SK,Thu Oct 19 14:30:57 +0000 2017
